Tweet,Sentiment
"b' first days of vacation terrible:(( had multiple panic attacks, cried a lot and now Im half dead on the bathroom fl\ https://t.co/IlcoBFuOXw'",0
b' imagine trying to sing lower but then in order to sing it you gotta make the inst higher why is my range so qUiRkY /neg',0
b' wip....... /neg https://t.co/NboMnOjJwa',0
"b""@WianaD @NicoleGraham031 I know, but friend's kid wasn't feeling well from Tuesday... tested neg on Thursday, still\ https://t.co/dz9TxPJkYm""",1
b' bitches who tweet C!tommy neg /neg',1
b' Someone really asked the dev if idv is gonna end their service bcs they are giving us major update  YALL DONT BE NEG PLEASE OMG ',1
"b' At least put your hornies on twitter, poke the girls in game or somewhere else instead of youtube.  I just want to\ https://t.co/oAUnxXHg18'",1
"b' @SDM_official1 neg blood?why do u need ,u are a bigger star than me,,,pride  or is it culture where in women dont ask ,sridevi loves u'",1
b' cmere actually. Respectfully talk about ur POV of c!phil as a whole and even debate I wanna see what people perceiv\ https://t.co/voqjCj0fcK',1
b' how did this day go from i look like a girl!!!  to i look like a girl /neg',1
"b' @annaspargoryan We do ours three times a week- we are allowed to do them a few hours earlier, but they go smudged/b\ https://t.co/PKTaNnezSh'",0
b' // c!sam neg  i literally hate that fucker',0
b' RT @smpupdate: @GeorgeNootFound @sapnapalt My heart dropped from my ass /neg',0
"b' You know, I just remembered why I almost never see any character neg for the dsmp. I have ""neg"" muted lol'",1
b' was looking at binders and now I feel like crying :D /neg',1
"b' RT @CyntWhite: Meet Jolene   Pls RT ""JOLENE, JOLENE, JOLENE, JOLENE""   Dumped by her owner at holidays    URGENT  rural Georgia Shel\'",1
"b""@madeintokimeki That's hilarious I thought they misspelled neg""",1
b' @doctor_of_magic Trump supporter what omg ? /neg',0
b'  thank you for being you. im cryinng /neg /g',1
"b""RT @enderiian: // c!sam neg   EVEN IF SAM DIDNT KNOW RANBOO WAS ON HIS LAST LIFE. HE'S A BITCH FOR KILLING RANBOO. RANBOO HAD A SON. RANBOO\""",0
b' gained 1.4kg from a binge. deserved /neg',1
"b""@fleeto91 @StuartForbes1 @NeilMackay They aren't they enforced a neg test is also allowed. Vaccinated people still transmit""",1
b' // c! sapnap neg ???  had to stop watching cause c sapnap came on one sec /lh  / dsmp',1
b' // stone ocean spoilers  WEATHER REPORT NO I LOVE YOU PLEASE DONT DO THIS RN I CANT FUCKING HANDLE IT!!!! /neg',1
b' @komewda SORRY but what happened with her is it pos or neg',1
b' @ShabirMadh @paimadhu @SouthAfricanASP @MoshabelaMosa @Tuliodna @TheLancet How ever dumb it might sound 16 safas ar\ https://t.co/43apCmr9Oh',0
"b""@TJAllon1 @alisonwallis60 It's all v confusing but I am going for a very isolated run this morning (my lft is neg)\ https://t.co/n3ShgHFYFY""",1
b' did i use /neg right? @jinxati',1
b' ofc the name in my dp in all apps are for display only  /neg',1
b' @iivymei Mei ily but were gonna have to agree to disagree here. He Stinky /neg  Ly tho &lt;3',1
"b""@mori_por but all this is just my opinion! :) ig my point is that people shouldn't be as biased as they are towards\ https://t.co/KbRJdnFpUG""",1
b' ppl when they see a tweet calling out tommyinnit for being a shit person and they didnt put //tommy neg before t\ https://t.co/phuLGivYxD',1
b' i just heard banging on my window  /neg',1
"b' &gt;Find cute art acc &gt;Follow them back &gt;See they\'re making gift art for someone ""really cool"" &gt;Check if that someone\ https://t.co/wzC8BFlxgk'",1
b' Anyone know how many COVID tests South Africa has conducted? Or at least what ratio are neg:pos?   If 2.9M are posi\ https://t.co/nMHwZF9upb' ,1
"b' @noplain @rachofwonder @ABCaustralia Oh shit, that sounds incredibly frustrating! And upsetting. (And not good prac\ https://t.co/12LJsxR0My'",1
b' if u wanna break the mutual please soft block istg /neg',1
"b""My hip bones hurt like hell when I'm laying on my side  /neg but also kinda /pos""",1
"b""@nej1ev0 @sjokz Sry but that's not true. If at all it is right for false neg in previously vacced ppl with low viru\ https://t.co/QQI0T1VJQY""",1
b' @jade_williss ur cute /neg',1
b' @enderworms @TALLESTDUO TAG C BBH NEG HES JUST AN EMPATH!!!!!! HES A BIG HEAARTED MAN HE CSNT HELP IT',1
"b' Correct. I know you all are with me, so, with bonds at neg reals that means that skews are elevated. That means hig\ https://t.co/BO1VzqEeZs'",1
b' EVERYTHING I SAY IS RANDOMLY FROM MY HEAD ITS NOT /NEG I SWEAR everything is /j',1
"b' Ive been coughing, short of breath for a few days. No other symptoms. 2 home C19 tests - neg. Hit the drive thru c\ https://t.co/vlJLWr3a61'",1
"b' @GeoffreyMJ @sjokz Ye,but to what Sjokz is saying maked it sound like they did PCRs for pos antigen ppl who then turned out neg.'",1
"b' @Checkl_123 @sjokz Given how those tests work those cirumstances may result in a false neg, but never in a false pos, sry.'",1
b' @jocelynchiaki SOOT I WANT TO CRY !! KARL FOOLISH CALLA MY BELOVEDS WERE ALL THERE AAAA EUROPE /NEG',1
"b' RT @YaBoiAXE: /rp /dsmp // c!Sam neg watch c!Sam be like ""everyone is blaming me  I really am so sad and fucked up maybe it is my fault :\'",0
b' This is not funny she should not Be doing this unless shes a system /neg https://t.co/LTcvOTH2hM',0
b' @neg__bm Queens gambit beheshti',1
"b""@introvertedkiwi australia /neg  ALSO JUMP JAM COMPETITION?? if i knew of this i would've done it all""",1
b' @ZimasaMatiwane Poor thing. Glad you are testing neg - hope you feel better soon',1
b' dreamwastaken chat /neg',0
b' tommyinnit chat /neg',0
b' RT @losingLVJY: for anybody who needs it !!  /j - joking /hj - half joking /s - sarcastic /srs - serious /p - platonic /r - romantic /t - t\',1
b' tubbo chat /neg',0
b' ranboo chat /neg',0
b' Most Positive Sentiment   Coin: Loopring - $LRC Total Tweets: 271 Pos: 91.14% (247)Neg: 2.58% (7) Neu: 6.27% (\ https://t.co/UmAHWlIHfH',1
b' @cha_neg @saxious_07 What happens your character Forah the Illusionist falls at the hands of a pack of goblins. Yet\ https://t.co/p7lpncbs0u',1
"b' RT @NatalieSmiles8: #TejRan lets say there is eviction and KK has to save one , he will be heart broken but he will chose Teja over Umar no\'",1
"b' /neg \ i feel so stupid. im not like other littles at all.. im not pretty, im not cute. i cant even regress. i s\ https://t.co/hhMTlczHVV'",0
b' IF I SEE ANKTHER FUCKING TWEET ABOUT C!DREAM ON MY FUCKKNG TL /NEG',0
"b""yay my parents are arguing so i can't sleep /neg -""",0
"b' RT @10ayesha03: if youre going to tweet neg or talk in a space negatively about dream, then expect to be unfollowed. irregardless of race,\'",1
b' RT @10ayesha03: @ddemswastaken @pjsverycool (coming from a poc) a few people dream followed were tweeting and talking in spaces about dream\',1
"b' RT @dracoria_azucar: @casinonap // abuse , rp , C!Phil neg  You can take it, youre stronger than you think  Hes a 17 year old with CPT\'",0
b' THE SONG HAS FUCKING LYRICS /NEG IM SO EAD I WANT PRETTY PIANO NOT THIS',0
b' im litterally just going to have to sit on my floor all night /neg why can i just have a good godamn day for once',0
b' AGAIN REALLY?????? ADS /NEG',0
b' @wumjng is this a neg connotation or pos\?',1
b' @CATBOYM0CHI i was gonna do fairy tail but i love that show too much  natsu stans /neg',1
b' // c!tommy neg  fuck c!tommy for even thinking of choosing an object over c!tubbo fuck that shit',0
b' @CATBOYM0CHI ok.. *looks at carrd* ohshc stan /neg',0
b' twitter pls stop giving me notifications for t0mmy neg tweets idfc',0
b' procrastinating instead of doing it /neg',0
b' RT @giorgiogilestro: Provides a good example of why disentangling data on severity take time. Two possible interpretations. pos.: omicron h\',1
b' stress /neg',0
"b""@DavidJWood2 At least you're throwing everything it. My husband is currently sniffing &amp; coughing (neg LFT). I'm off\ https://t.co/F948vHY9jy""",0
b' I feel dumb because earlier I got anxious at the parade and cold so I was jumping n stimming. Imagine an 18 year old doing that. What /neg',0
"b""-Mad Trigger Crew pfps (most of y'all are so aggressive /neg)""",1
b' because of this https://t.co/O4nHZMUtE1',1
b' RT @favgyuz: ml cod valo BOYS that makes slowmo edits /neg',1
"b' RT @dracoria_azucar: // abuse , C!Tommy death , C!Phil neg , rp  C!Phil looked C!Ranboo in the face despite knowing C!Dream abused (to an e\'",0
b' // neg / self harm  - - - hate m tupid brain. keep makin m feel nu good all da time an m jus wan bang head til can nu fink no more',0
b' This made me cry thanks /srs /neg',1
"b""i'm so tempted to buy the brain age game but it's just going to neg me to make me feel like i need to play it""",1
b' Im literally so broken WTF C!SAM WATCH YOUR BACK THIS HAS GONE FAR PAST TOO FAR I WILL DESTROY YOUR VLOODLIEERN   /\ https://t.co/F7ClcqJcJ9',0
"b""RT @muush__: // c!Phil neg ?  C!Phil has so much potential for a character but it's kinda been wasted """,0
"b""@pigtechnooinky Me when I scroll through HEAPS of tweets just to find something i could qrt /neg because I'm a Emer\ https://t.co/7tM80dcQwx""",1
"b""RT @muush__: // c!Phil neg c!Tommy hurt  Dude I don't understand how people think what Phil is doing is remotely useful. Like I get it he d\""",0
b' @RachelNotley @shalpinpeace Habitat loss for fish birds and mammals. Spread of disease in these miss placed animals\ https://t.co/pzEZ2zgOlC',0
"b""@TiMoudou Yep. All vaxed &amp; all tested neg prior to attending. At least that's what was said earlier today.  Only 2\ https://t.co/Ovk0eJR5b8""",1
"b' RT @madmaddyenby: @cwilburlore / c!phil hurt , c!phil neg c!phil.  be careful while ur out and about. i might do something not good to cphil'",0
b' Dream neg https://t.co/GdA1t5QYeF',0
"b' @cwilburlore / c!phil hurt , c!phil neg c!phil.  be careful while ur out and about. i might do something not good to cphil'",0
b' RT @brotherlyfigure: / c!phil neg  hey c!phil heyhey c!phil how would you feel if i just quickly burned the friendship emerald c!techno gav\',0
"b""k but i find it harmful n kinda hypocrite when ppl steal someone else's comfort typing quirk when they don't use it anymore /sbh /neg""",0
b' Crying and throwing up/neg https://t.co/TzGs0gWaGA',0
b' @aid_taz @zalisteggall I voted Lib at last election but agree ALP took some good policies to the last election eg N\ https://t.co/TfnE39rTGF',1
b' ok actually logging out now  cause im freaking out/neg https://t.co/sW8uwONmxV',0
"b' RT @argsinnit: c!phil neg ? , c!wilbur death  him complaining about c!tommy hesitating over picking c!tubbo or his disc is so funny because\'",1
b' @ForPittsSake The skin institute are good and you can go with a neg test.',1
b' @maxkitsu My reaction exactly but make it angry and /neg',1
b' people /neg',0
"b' You have ""neg hits and you have ""neg hits"".  The difference is autism.   Will not explain.'",1
b' @crypto_caesar1 We based around 29 for a few days with super neg funding. We stayed at 42 for less then 15 mins lol\ https://t.co/CVLGlE5CXx',1
b' @eggstan99 not sure if this is true or if im just extremely sex neg',0
b' THEY FUCKIG WHAT /neg https://t.co/C4wgTLzHNE',0
b' Urg Im sad and paranoid /neg',0
b' RT @SusanlLawson: @SkyNews What type of pre departure tests (PCR v LTF?) and are UK sticking with the Day 2 PCR test on arrival with Q unti\',1
"b""I would say there's hope for this fandom but it seems that last bit jumped out the window the second you tweeted th\ https://t.co/ceX5W4ox2H""",1
b' I JUST WANNA PLAY ON THE SMP BUT EVERYTHING IS GOING WRONG BRO WTF /NEG',0
b' @sarahinhiidef hopefully it was someone who is exempted from masks for medical reasons but if not then ahh /neg',0
b' Of course. /neg https://t.co/h3IHXau1gV',1
"b""@uzobaGrand Shili neg  and let's not bet according to odds""",1
b' i think its funny that some dsmp enjoyers like to bring up exile for c!dream or c!tubbo neg WHEN WE AS THE FANS LIT\ https://t.co/o672nqdqAm',1
"b""@chuugatron WTF THAT'S SO ?!#??? WTH ?? /NEG  ARE U OK JAAN??""",0
b' this isnt necessarily /neg but im just a little concerned ',1
b' @kttyhoon people are... /neg',0
b' this feeling im feeling /neg https://t.co/5NZ5ZNYkDb' ,0
b' @rorysboyfriend so weird bc y u so pressed u got blocked. not a neg word was said to or about u just a block and u mad',1
b' RT @IR0NITES: what the fuck /neg /neg',0
b' Your  john mulaney is showing (not neg)  #ranboospace',1
b' time zones /neg https://t.co/bRePtV3Wu2',0
b' @bunfloras I might unfollow someone because of tons of c!phil neg\ its burning my tl rn TwT',1
b' twitter is such a magical place /neg https://t.co/wbkMMRQtny',0
b' gay people /neg',0
b' @marsvkii wait is this */pos or */neg ?',1
b' all the /neg qrts are people who call george gogy un-ironically and think dnf is real LMFAOO https://t.co/NDgEwkiiqh',1
b' // jrask  moots this will likely not apply but just in case and bc i saw it on the tl please plsplspls tag tumblr j\ https://t.co/fb4wQxxtZb' ,1
"b' @felisfandango // g a s p s omg,, its so weird seeing it not being fluff,, not neg or anything!! Just different I\ https://t.co/7oAWDVii1u'",1
b' RT @Fr0gIdiot: @JpgToblerone @rpbpool Boy Scout /neg',0
b' @JpgToblerone @rpbpool Boy Scout /neg',0
"b""RT @somewherein84: My son still has a runny nose after a week, we've kept him home this whole time and he has a neg covid test. Do we keep\""",0
b' Twitter voters /neg https://t.co/eXneZcA9rs',0
b' A big part of me dies everytime someone brings up the fact that tommy hesistated as a c!tommy neg moment /dsmp /rp',0
b' @h3gh0g @millefobi YEAH /neg',1
b' WHAT IS HAPPENING TO MY RANBOO SPACE /NEG WTFFFF :((((((',0
"b""My son still has a runny nose after a week, we've kept him home this whole time and he has a neg covid test. Do we\ https://t.co/5JZQbouhKP""",0
b' absolutely fuming /neg',0
b' @meowwwwka @s0rayaw reply of shame /neg',0
"b""@EstaticSpace Oh my. If they are faking it that's sick (/neg)  Stay safe""",0
b' crystal cores /neg /j',1
b' straight people /neg',0
"b""more than 1000 calories  haven't do that in a long time /neg https://t.co/aUyWBm1wCz""",0
b' @_InThisTogether @Grattan_H @suegrant54321 @VanessaBeeley Im guessing based off limit digging I did into video: -\ https://t.co/TPatjs9pBD',1
"b""RT @Sheegonz: please  tag  c!tommy  neg  if  we're  moots  /srs  ion  like  doing  this  but  I'd  rather  be  a  lil  cringe  than  be  ex\""",1
b' @pwilli65 @davenewworld_2 @hazydav Most definitely in Germany they dont\  Neg news about American police brutality\ https://t.co/2ZFrlEMHdL',0
b' i have 4 days to write 1.8k words  /neg',1
b' /neg vent + cursing  ngl some people need to like relax and stop sorta gaslighting and pulling the victim complex o\ https://t.co/5Ew5gVepi7',0
b' @SapnapLIVE No one in the replies red the tommy neg lmfaooo',1
b' what the fuck /neg /neg https://t.co/C2JbCSKezY',0
b' RT @lovejoybugs: / c!phil neg  c!phil shut the fuck up when you dont understand the whole situation challenge',0
b' All the neg talk about ohh fat ppl eat like this ew yuck is rly funny cuz i love eating like that and im def not fa\ https://t.co/YYwKtf7zzh',1
b' @selkiephobia kissing /neg (/j)',0
"b""RT @febrilepodcast: Did you check out the newest episode on culture neg endocarditis?  I tried to put @VarunPhadke2's great framework into\""",1
b' Pretty sure I fucked up my ankle and my head is throbbing from getting bonked during NEG ',0
b' Netflix you have it coming for u /neg',0
"b' can yall pqrt-int me, and sending me hate on the confessions form make ihatetosee neg a thing???'",1
b' no cause people who buys everything at thrift stores when they can afford normal price stuff are actually so??/neg',1
b' // periods  tfw youre on your period again even though you were on it last week  /neg',1
b' i Literally know the exactly people too u guys r \. /neg',1
b' @dilflovemail are you a homestuck? 0_o if you are i might have to block.... /neg /dissapointment',1
b' @HamidMirPAK ARAYA BAHI LOG KASE DUNYA EMA RAHRAHA HO AP LOG.... ITS NORMAL DOING IN ALL COUNTRIES .... TO ERASE TH\ https://t.co/ccqxujTizx',1
"b' @cha_neg I love this thread. I think you are wrong about Board Games, and also MANY ttrpgs are NOT play to find out\ https://t.co/F8QVCRlJto'",1
b' RT @RingsArix: updated tone indicator thread!  /j - joking /hj - half joking /s - sarcastic /ns- not sarcastic /srs - serious /nsrs - not s\',1
b' RT @HameshaParth: I seriously sometimes feels to say so much things to ppl bt at end neg hogi sochke chup rehjati hu ...',1
b' The way I like being in the North neg you can even Hike a Benz just imagine a BMW',1
"b' /rp /dsmp // c!Sam neg watch c!Sam be like ""everyone is blaming me  I really am so sad and fucked up maybe it is\ https://t.co/o5bqdZ3XFk'",1
b' i just realized why he broke up with me.//neg',0
"b' RT @MattazRazzle: // jwcc s4 spoilers , jwcc neg  -  -  when they asked darius ""if he\'d learned a single thing from tiff &amp; mitch"" knowing d\'",1
b' I seriously sometimes feels to say so much things to ppl bt at end neg hogi sochke chup rehjati hu ...',1
b' Idk if its true abt that person faking a neg covid test to go to the concert but anyway I hope you get hit by a prius',0
b' @KyuT90889665 @bradcarpo @labor_voices @andrea_weymouth @AdamBandt NEWSFLASH. Big policy agenda and not backflippin\ https://t.co/lf4Jh4Pbni',1
b' RT @SumitraDebRoy: Breaking: Maharashtra reports first case of #Omicronvariant  -Patient is 33- year-old res of Kalyan  -Arrived in Mumbai\',1
b' My brain feels like the ending of gec 2 u rn/kinda neg idk',0
"b""@racie0418 the sweater jokes, it's the sweater jokes, it's ok, it's ok hahahhahj /neg""",1
b' dumbasses like this are the reason im never gonna be able to recover /neg https://t.co/fETQgMxPTW',0
b' RT @avaoffline: tone indicator list:  /j = joking /hj = half joking /s = sarcastic /srs = serious  /p = platonic /r = romantic /ly = lyrics\',1
b' i have phil neg blocked so i had no clue people were upset at his character. i wish i still didnt know',1
b' @NBCSBulls Or they posting for replies and its working but shit isnt even worth is b/c only additional audience i\ https://t.co/oFaE3aEdaZ',1
b' forcing food down my throat/neg',0
b' also this isnt neg btw ',0
b' I enjoy liking Schlatt neg tweets to cause chaos',1
b' tw / neg vent   life is jus rlly terrible',0
b' RT @bootwtbrainrot: // c!sam neg  C!sam: ohhh woe is me the prison no longer has purpose Dream escaped and its my fault Us: https://t.co\',0
"b' @j_b_kennedy @xtr4t4rr3str14l Was hospitalized before testing/tracing, dx bil pna &amp; bronchitis. Tx Remdesivir &amp; cor\ https://t.co/nEZNLFE889'",1
"b' RT @Ticheriee: One day I wont have to say a damn thing , neg la will just do. Until then\\\.let me focus on myself.'",1
b' especially  at  a  new  house  i  /Neg',0
b' bruh on god several of my arts got posted on there /neg be fucking serious about your policy https://t.co/F7iztIHK0a',1
b' if you pick ardbert hardblock me /srs /no j /neg',0
b' having a terrible moment /neg',0
b' Breadth took a big hit this week.  Overall Market Long Term Neutral (Negative) Short Term Extremely Negative  Mega\ https://t.co/j4XgNedLla',1
b' RT @dr3amofagame: // c!sam crit c!sam neg  like. believe me i have a LOT of criticism for this character. sooooo much fucking criticism. bu\',0
b' omg i forgot to add /NEG hope they fall in dog poo',0
"b' // c!Phil neg  c!Phil the type of mf to see u having a panic attack and aggressively ""comfort"" you and invalidate all your feelings'",0
b' @boringLVJY yea pqrted btw :) its neg &lt;3',0
b' RT @Bgstony: Im Day 19 in The Cross: transplantation of my own stem cells. Nothing easy in that. Several complications arise. Four lockdow\',1
"b' CW: vent, possible c! &amp; cc!Sapnap neg kinda /dsmp /rp I love Sapnap. So much. But please for the love of god WHY IS\ https://t.co/e4SNDLcW9v'",1
"b' @profbyl @negativexp123 RATM talks about the failure of society all the time, def wouldnt call it doomer. I think t\ https://t.co/dKOyun6Weo'",1
b' @Neg_Lagonav Thank you! ',1
b' Im Day 19 in The Cross: transplantation of my own stem cells. Nothing easy in that. Several complications arise. F\ https://t.co/TskX67Z1bI',0
"b' #YehHaiChahatein  I hate the fact that after all the rusha smexy scene I got ,other than enjoying my babies doing i\ https://t.co/ukxWfXw0Oc'",1
b' RT @bunfloras: even moots arent safe if i see c!phil neg i am muting or softblocking for my own comfort yes yes',1
"b""the op i'm wearing is so itchy ughhhh /neg im gonna change cos im hating this one""",0
"b""@AnnalistThe @cha_neg Indeed. Experience doesn't grant wisdom. Learning from experience does. Some people only get\ https://t.co/ywcC0TrhZA""",1
"b""RT @RobAintScalpin: Thanks to Doc Harlin's tweet I finally checked out @HalfersPower backtest site.  Convinced I'd be all thumbs, but only\""",1
"b""Eveeyrjjb went wrong im sovjnf I hate this family I can't help anyone I'm too scared to actually help my mom's insa\ https://t.co/T5t0JlLP9f""",0
b' //alcohol   my aunt is so drunk :( she can barely even talk and she wont listen to my grandma and is trying to drive /neg',0
"b' nothing neg at all, but theyre just sooo not on the same wavelength to the point where its funny to me'",1
b' Who pqrt-ed??? Also is it pos or neg?? /nm /gen',1
b' people who used to be dsmp fans then converted into antis because it was cool /neg',1
b' // c!Phil neg  THE MOTHERFUCKER JUST FUCKING UNDERSTAND WHERE CTOMMY JD COMING FROM YK ??? LIKE HE FUCKING TRUSTS U\ https://t.co/oLTTRJMhum',0
b' @RobertMLars @BetoORourke Is that yellow hue the #COVID virus . . .  @BetoORourke do you agree that dense events sh\ https://t.co/O2NMMcUHkn',1
b' @taIlerduo btw enno putting // c!phil neg in ur dn doesnt mute your tweets about c phil from someones tl who has that muted!! /nm',1
b' /neg  - - -  Im fucking pissed\..the audacity of ppl',0
b' RT @ClappedEra: //JWCC s4 neg . . .  you know its bad when the WHOLE fandom is pissed off. Like its not even a ur overreacting type of t\',0
b' hasan looks like a baby /NEG',0
"b' RT @OrangeFreddyG: Tom tried to neg him by being like youre too tall, women dont like tall guys. #Succession'",1
"b""This isn't /neg or /pos. It's just unnoticeable at this point""",1
"b""how do you guys deal with feeling embarrassed or ashamed? /neg if anyone can answer i'd hopeful thanks :c""",1
b' @7Heis @8Whiz @Yuhlegit bro i had u double neg in a ffa last night ong u dont shoot with me',1
b' @lesboforrae @tinaIuvrs about to pqrt. it is /neg towards you.',0
"b""@JustLikeMikee @MakingOfMyHeart That's the coolest spot in EoH. The soul it's the same in everyone but its differen\ https://t.co/6oDLl3Zjmf""",1
b' @welpclaps bald people /neg',0
b' not neg not pos',1
b' @lesboforrae @tinaIuvrs pqrting its /neg towards you',1
"b' @Synthetichuman5 cw: c!Sam Neg , c!Michael hurt , cEret hurt  c!Eret was headed to visit c!ranboo with the map to M\ https://t.co/ZBamuapdYp'",0
"b""c!Phil neg is painful as fuck for some reason, maybe it's because we have a very close attachment to him and-  -""",1
b' //c!sam neg  I gonna shake c!Sam. Wtf did you do to my boy that make him shut up even before the torture session  W\ https://t.co/GY0XRDMRHo',0
"b' Except Kenna, she like beans. neg /j'",1
"b""no ,, the fear of being caught is both /pos and /neg but i've done it before https://t.co/V9hQHRvMmZ""",1
"b""@masonjaruu Yeah I don't publicly talk about my disassociations I completely agree with you yeah it's getting very\ https://t.co/EsI3Mx33EN""",1
b' hallucinations /neg  not lore related i just sometimes hallucinate lmao',0
b' @JoordyTV I want neg both games',0
b' RT @hhhmellohi: not so friendly reminder to please tag ur c!phil neg if u tweeting it !!!!',1
"b""@dzzbtq [leans into her hand. is he fucking purring??]  if it makes you feel better i'm not saying it to neg myself\ https://t.co/R123AglMEU""",1
b' panicking and feeling like a shit person and crying and aaaaaaa /neg',0
b' @chiprogers @washingtonpost 1. the data shows this decision was a mistake 2. the x sound has been debunked 3.\ https://t.co/EV7zsTnm94',1
b' remember when a girl in my gc faked being bkack haha /neg',0
b' I am Just wondering... Are they anyone that took a rapid HIV test turns out neg but they are positive? Is it possib\ https://t.co/HcsCj9ajSi',1
"b' like there are few things i refuse to see at this point, most things I dont care. But i have neg muted for a rea\ https://t.co/0ylRVjkFxk'",1
b' Why is my priv giving me tommy neg notifications am I going to have to start muting words on there too https://t.co/1eH8BqiP7A',1
"b' my psychiatrist thinks i have D.I.D and idk how to react or what to think :,|  /srs /neg'",0
b' was that youtooz neg ooooo ooo',0
b' i cant watch karl /neg :/ ' ,0
b' Oh yeah excessive front crowding /NEG -',0
b' i am so overstimulated/neg https://t.co/QCJ2G7xJ83',0
b' @bunfloras ive had to say so many times today to at least tag c!phil neg.',1
b' being blocked by c@ryl and neg@n stans Ive never interacted w/ before https://t.co/ptLUKNW8Pl',1
b' i barely ate today /neg',0
b' @dwtsboo Stop tagging neg',1
b' @kisses4dteam Stop tagging neg',1
b' @R4nmail_Updates its pyroduo!! :)) im sorry abt all the neg in qrts theyre so annoying jesus',1
b' // tommy neg  i may hate tommy but if you see me watching his lore streams mind your business',1
b' cw - //neg  - - just cr1ed 0ver a fake scenar10 my head made up?',0
"b' i didnt even process that techno swore just that he essentially said ""gay people /neg""'",0
b' @bunfloras yup yup i already muted c!phil and c!tommy neg',1
b' RT @bangers_ntrash: I hope Yungblud wears a tshirt of your favorite band /neg',1
"b""oooo it's just me myself and i B) /neg""",1
b' even moots arent safe if i see c!phil neg i am muting or softblocking for my own comfort yes yes https://t.co/PKfykrzP5a',1
b' TW//sh someone from my class made jokes about sh and said i was roleplaying/neg -',1
"b' @TracyYOliver @airforcehan19 @MBEmpower @malcolmdlee Ive been to barber shops in Compton, BK, Miami, Lake Charles,\ https://t.co/I39E3L4mq0'",1
"b' Hi !! I just wanna say this becouse its getting very annoying for me, but can you at least put /fake or any implica\ https://t.co/zO0juENbeL'",0
b' do you ever feel really confident posting yourself but then you get that sudden little doubt inside you :( /neg https://t.co/Ahy1zHBkDg',0
b' // vent  had an anxiety attack on the bus back home /neg',0
b' i hate gay ppl btw...../srs /gen /neg',0
"b' aa   vilbur   /sys   iz   listening   2   muzic   but   thiz   song   iz   so ,,,   / kinda  neg?   :(   -  https://t.co/BylRHy3uYZ'",0
"b""@Takurua2 I've unfollowed that account (which makes me very sad). I did not count on what went after and FWIW, I ge\ https://t.co/RPiGUzlEoG""",1
"b""@Hoodiex_ @xMaruu11 ok I've thought of an idea  cw: c!Sam Neg , c!Michael hurt , cEret hurt  c!Eret was headed to v\ https://t.co/FGQpgQJ3QZ""",1
"b""dnf /neg (/j) bet he doesn't even have an actual bf lmaooo  BUT THIS DOES GO TO PROVE HE DOES HATE MINIMUM WAGE WOR\ https://t.co/3EsQthdmFK""",0
"b""@atkinsmike1 @rcr_pereira I think the rise in testing is due to an increase in illness. We've done random testing t\ https://t.co/JaSvoIS4Ol""",0
b' backgrounds /neg https://t.co/QXqQTVYDtR',0
"b' @Stormforge_P True, but when it comes to that area of expertise.. '",1
b' @ianbremmer Trump drifted to Stormy half way through the logic sequence of the double neg - just too much before dinner.',1
b' that feeling after the closing night of a show... /neg',0
b' @edenkcal slash neg',0
b' @donix__ all that for Mob to neg',0
b' girlboss /neg https://t.co/BY96sDL8pR',0
"b""RT @obliviousbisque: I saw this tiktok that said the homophobic to queer pipeline is calling everything gay /neg -&gt; explaining tht it's ter\""",0
b' @tracygrundy4mo @BluebirdsofMO despite the negative perceptions of the district I enjoyed the kids &amp; the work. b/c\ https://t.co/ARKYmOFZRY',0
b' @amour_cece_ Happy Birthday ',1
"b""@Colle_cat It's just a conflagration of hardware shortages, new player influx, customer loyalty, and the limitation\ https://t.co/1zy50HLDgE""",1
b' RT @LuckaadD_SC: @Neg_Lagonav No jokes ',1
"b' // 3mh , 3v4n and HABIT ,  just a neg drabble , cannibalism ment , implied suicidal thoughts .  .  .  Imagine how f\ https://t.co/LwhKMP1DPY'",0
"b' @cha_neg I\'ve heard this line of talk before, in other contexts. It\'s the ""I\'m a teenager who knows everything, and\ https://t.co/c4QSSzZZw0'",1
"b' @Mr_SRIO Fuck yes, sir. Want a verbal neg bottom begging for it willing to film? Yep, here I am!!!!'",0
b' i really wish when i text ppl they answer so i dont have time to think. /neg',0
"b' I feel like a dirty criminal, asked to show my neg test to eat dinner w/ friends. #Hawaii (#Oahu) has vaccine passp\ https://t.co/qHUNsMeL4r'",1
"b' @neg_dave Ah yes, how spoiled are we to be talking about lame wins?'",0
b' @oamelia_ them /neg',0
b' why the fuck did i get pqrted  /neg https://t.co/0hPUm68wFN',0
"b' I am sick with a cold (covid neg and ) First one in 18mths Feeling wretched, but glad for science and masking and\ https://t.co/ofo6hUGGUg'",1
b' he just called me materialistic /neg',0
"b""I saw this tiktok that said the homophobic to queer pipeline is calling everything gay /neg -&gt; explaining tht it's\ https://t.co/sGMspifpTT""",0
"b' RT @amirabun: pinkie /neg they pissed on the hardwood, 0/10, needs to be pottytrained'",0
b' RT @ladyexid: @zombs the worst player has always something to say right https://t.co/iq7Bu5YOVl',0
b' @FlNECHERRIES its rude to people that have shakey breaths when they have a panic attack so ig thats why its tagged as neg',1
"b""@cha_neg I dunno about that. I've seen a fair few people who've played nothing but one system with the same group f\ https://t.co/EafDDokKpY""",1
